srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
120.72.18.91,5261,114.52.13.117,80,icmp,FIN,47.206073,89264,111162,254,254,105,128,pop3,1890.9431,2354.8241,112,194,0,0,0,0,797,573,0,370,19.213704,13.178722,1422012917,1421990418,265.77932,320.608671,0.0,0.0,0.0,0,1,3,0,0,2,7,1,4,2,2,4,,0
172.92.196.12,11640,145.88.170.66,8080,tcp,CLO,46.579001,21546,46275,128,254,87,67,ssh,462.569,993.4734,114,75,0,255,196250987,1789366952,189,617,2,139,0.51428,32.635133,1421976860,1421954529,71.90842,472.7977,0.859667,0.353203,0.47154,0,1,3,0,0,16,14,2,3,3,1,4,Shellcode,1
133.201.119.45,4794,178.171.189.199,80,arp,RST,43.322134,17812,128960,31,63,0,88,-,411.1524,2976.7693,122,155,0,0,0,0,146,832,5,537,47.179512,30.199206,1421946391,1421989576,100.007398,209.060024,0.0,0.0,0.0,0,0,2,0,0,20,15,4,3,1,2,4,Shellcode,1
182.173.176.65,11430,112.39.14.61,8080,icmp,PAR,24.689633,15150,192512,255,254,8,37,http,613.6179,7797.2807,15,188,0,0,0,0,1010,1024,3,215,43.015669,37.478959,1421944484,1421987109,364.321359,90.13119,0.0,0.0,0.0,0,5,1,0,0,6,5,4,1,1,1,14,Worms,1
109.84.29.199,20326,41.190.58.73,443,icmp,PAR,39.07493,161532,26923,255,30,51,73,snmp,4133.9038,689.0096,126,109,0,0,0,0,1282,247,1,33,18.739845,46.999848,1421983097,1422003250,3.931814,292.25707,0.0,0.0,0.0,0,6,1,0,0,6,1,2,4,3,3,1,Generic,1
140.12.36.115,31468,195.9.110.206,53,icmp,CLO,11.063083,107508,10744,31,253,24,57,-,9717.7252,971.1579,102,68,0,0,0,0,1054,158,2,701,0.539016,1.644907,1422003868,1421953403,104.339287,206.634413,0.0,0.0,0.0,0,3,1,0,0,9,9,4,5,1,1,14,,0
139.113.16.189,27087,194.166.133.15,80,arp,ACC,9.594581,68256,177400,64,29,70,83,dns,7114.0157,18489.6037,72,200,0,0,0,0,948,887,5,618,10.949191,30.235564,1421944089,1421987971,350.357168,495.653241,0.0,0.0,0.0,0,3,1,0,0,18,3,2,5,1,2,4,Analysis,1
184.214.231.101,43352,85.87.232.220,80,tcp,PAR,17.907908,181962,17424,63,253,164,77,smtp,10160.9859,972.978,198,144,0,255,2518500656,100480426,919,121,5,0,25.283275,27.306579,1421966912,1421927779,209.347925,247.580852,0.363388,0.206392,0.435519,0,1,0,0,0,18,1,1,5,1,3,1,Reconnaissance,1
67.17.115.44,59924,41.178.98.63,80,udp,INT,46.298834,62592,96426,31,63,0,42,ftp,1351.9131,2082.6874,96,198,0,0,0,0,652,487,2,68,2.03685,40.479375,1422012869,1421970849,172.026231,486.71272,0.0,0.0,0.0,0,0,1,0,0,11,10,3,1,1,2,10,,0
76.126.201.235,11720,152.218.67.1,8080,icmp,PAR,41.708556,23544,79818,64,31,1,88,ssl,564.4885,1913.7081,54,159,0,0,0,0,436,502,5,758,26.918291,32.255474,1421943463,1421943971,415.826645,394.33007,0.0,0.0,0.0,0,6,2,0,0,3,6,5,1,2,2,13,Shellcode,1
37.124.254.102,14005,20.246.235.79,21,arp,ACC,18.783415,203943,41922,31,30,71,40,dns,10857.6103,2231.8625,157,153,0,0,0,0,1299,274,0,393,9.112617,38.743698,1421962567,1422011420,46.453374,101.574737,0.0,0.0,0.0,0,3,2,0,0,20,4,5,2,1,2,8,Fuzzers,1
122.163.77.170,56929,131.204.128.98,53,udp,INT,5.992474,82560,15458,254,63,89,1,ssl,13777.2813,2579.569,96,59,0,0,0,0,860,262,3,123,22.428444,38.322627,1421930880,1421928005,285.540948,79.169596,0.0,0.0,0.0,0,5,2,0,0,11,5,3,1,1,1,12,,0
70.107.71.25,39158,164.53.153.60,25,tcp,FIN,21.229973,45194,1680,128,30,33,56,pop3,2128.7827,79.1334,59,84,255,0,1120678648,544815768,766,20,5,759,12.566214,6.564615,1421939659,1421993175,272.628096,354.097992,0.254372,0.398948,0.160668,0,4,0,0,0,19,6,1,3,3,2,8,,0
151.220.181.24,24483,159.29.84.87,22,arp,PAR,29.562558,43708,62769,64,31,85,74,ssh,1478.4918,2123.2601,98,147,0,0,0,0,446,427,2,58,44.171021,16.677177,1421993403,1421974505,367.620444,265.202404,0.0,0.0,0.0,0,6,1,0,0,11,14,4,2,2,1,1,,0
56.163.191.20,52517,150.200.86.142,80,icmp,INT,23.873915,40821,57792,128,63,11,89,-,1709.8578,2420.7173,33,168,0,0,0,0,1237,344,0,546,9.167552,36.466805,1422010727,1421980594,84.001324,441.461492,0.0,0.0,0.0,0,2,3,0,0,6,18,4,2,3,2,15,Backdoors,1
146.89.5.201,1905,156.213.201.43,8080,tcp,ECO,5.43838,23892,22960,62,63,2,8,ssh,4393.22,4221.8455,44,41,255,0,3604093744,1551799629,543,560,1,189,3.337665,41.797694,1422012219,1421932570,9.381528,115.79966,0.074871,0.368662,0.042201,0,1,1,0,0,12,7,5,5,1,1,3,,0
6.73.236.124,44217,10.164.204.71,22,arp,CON,5.618769,124944,616,31,253,107,53,-,22236.8992,109.6326,152,56,0,0,0,0,822,11,3,999,21.796322,6.489955,1421964295,1421956038,354.355769,356.614113,0.0,0.0,0.0,0,2,0,0,0,1,19,3,2,2,1,4,Exploits,1
223.101.210.29,1838,165.132.144.182,53,arp,CLO,5.407903,37060,76608,62,62,38,35,ftp,6852.9336,14165.9346,109,168,0,0,0,0,340,456,5,101,19.45447,13.801089,1421965124,1421942658,457.696593,98.313698,0.0,0.0,0.0,0,1,3,0,0,16,13,5,3,2,2,15,Exploits,1
160.23.142.225,29110,208.35.242.83,8080,tcp,ACC,25.319391,98612,65561,127,31,25,32,snmp,3894.7224,2589.3593,178,53,255,0,4286400604,810828128,554,1237,2,714,9.137606,44.11024,1421965035,1422000861,109.59634,153.826227,0.771496,0.038885,0.248105,0,1,2,0,0,12,14,3,2,3,2,10,Analysis,1
97.70.214.143,38236,11.143.239.44,80,arp,PAR,34.216356,2325,25200,128,62,3,17,dns,67.95,736.4899,3,42,0,0,0,0,775,600,5,12,48.962643,0.160645,1421971834,1421957185,250.429905,168.608079,0.0,0.0,0.0,0,2,3,0,0,9,6,1,4,3,2,4,Exploits,1
173.218.25.78,33053,217.210.48.75,80,tcp,ECO,50.113744,4419,144448,62,63,8,133,ftp-data,88.1794,2882.4029,9,148,255,0,1962956522,1611370734,491,976,4,770,22.568613,32.59126,1421973473,1421981892,128.203608,207.046922,0.467354,0.339718,0.19385,0,1,3,0,0,18,3,3,3,3,1,9,Reconnaissance,1
3.157.171.10,46735,117.197.10.74,80,tcp,ACC,56.302947,39507,163760,63,30,26,96,ssh,701.6862,2908.5511,39,115,0,255,3863002149,1065060221,1013,1424,2,936,21.240289,25.459803,1421955106,1421930959,198.179023,322.306057,0.665872,0.011127,0.202276,0,5,0,0,0,18,5,2,2,2,2,15,Reconnaissance,1
56.168.23.99,31873,193.105.212.52,443,icmp,INT,46.566091,171904,3700,254,252,131,4,snmp,3691.6133,79.457,158,4,0,0,0,0,1088,925,3,409,1.20352,42.191731,1422010996,1421969704,424.080264,421.921252,0.0,0.0,0.0,0,5,2,0,0,19,5,2,1,3,2,1,Generic,1
105.200.105.47,56004,16.35.205.195,80,arp,URN,45.899654,226576,15618,255,29,173,0,pop3,4936.3335,340.264,196,19,0,0,0,0,1156,822,1,966,40.479225,29.067716,1421994125,1422008116,40.046057,497.598155,0.0,0.0,0.0,0,6,1,0,0,16,4,5,2,2,3,6,Exploits,1
211.157.134.43,27580,151.149.80.7,80,udp,URN,46.356901,13500,110566,31,253,34,87,ftp,291.2188,2385.1034,60,118,0,0,0,0,225,937,0,690,38.554136,47.882064,1421967061,1422011265,300.752028,9.638843,0.0,0.0,0.0,0,2,2,0,0,19,20,4,4,1,2,10,Analysis,1
156.83.139.59,37816,132.142.125.207,53,tcp,INT,37.015814,59064,448,128,63,19,59,snmp,1595.6423,12.1029,138,112,0,255,23967570,2723085223,428,4,5,277,33.166184,33.890041,1421972468,1422011981,263.851969,431.848723,0.758623,0.460569,0.051478,0,5,2,0,0,19,5,5,1,2,1,4,,0
115.24.104.7,34655,162.16.33.116,80,tcp,CLO,6.866259,5026,129132,127,29,2,135,http,731.9852,18806.7476,14,153,255,0,3308817962,3577379539,359,844,4,334,37.613296,1.509536,1421929935,1421987398,73.652582,253.821178,0.579454,0.16944,0.282473,0,5,3,0,0,9,3,1,4,3,1,7,Generic,1
34.7.16.135,9771,216.8.122.159,53,tcp,ECO,43.153941,38709,27076,254,253,7,20,http,896.998,627.4282,99,28,255,0,3789720923,1205215215,391,967,1,333,40.153431,19.07426,1422012736,1421951515,320.962512,167.003941,0.521921,0.41066,0.242276,0,0,0,0,0,6,1,3,2,2,1,11,Fuzzers,1
94.127.4.46,37155,69.231.207.210,8080,udp,FIN,24.469311,1120,47531,64,254,1,96,pop3,45.7716,1942.474,5,149,0,0,0,0,224,319,0,135,45.91454,14.682199,1421976622,1421969127,66.478807,382.427558,0.0,0.0,0.0,0,5,2,0,0,2,12,3,2,3,2,5,Reconnaissance,1
103.139.75.30,24110,184.231.255.63,21,tcp,ACC,41.994739,68930,130754,31,62,35,91,ssh,1641.3961,3113.5805,113,94,255,0,4290941764,4126304863,610,1391,1,438,1.922019,20.161608,1421988178,1422006623,387.731417,485.078002,0.407753,0.292654,0.064674,0,4,2,0,0,19,16,2,2,3,1,5,Shellcode,1
107.203.37.247,30758,146.208.90.48,443,arp,CLO,11.071133,138754,37872,31,253,78,39,ssl,12532.9539,3420.7881,106,144,0,0,0,0,1309,263,5,617,39.556276,36.700801,1421959913,1421955638,160.308133,276.423014,0.0,0.0,0.0,0,3,3,0,0,18,17,4,4,2,3,3,,0
134.128.126.24,22478,52.97.43.39,80,arp,CLO,0.741438,17952,67725,63,29,0,3,-,24212.4089,91342.7691,32,63,0,0,0,0,561,1075,0,296,14.874542,32.618572,1422013688,1421988547,464.973123,73.397051,0.0,0.0,0.0,0,4,0,0,0,10,8,1,3,3,3,2,Reconnaissance,1
163.240.67.8,39784,157.222.167.213,25,icmp,CLO,7.092526,64501,133980,128,31,19,40,http,9094.2212,18890.3079,53,132,0,0,0,0,1217,1015,2,930,0.567826,31.054236,1422012475,1421947249,27.805602,91.325727,0.0,0.0,0.0,0,2,1,0,0,1,19,4,4,2,3,13,,0
103.67.2.21,32078,169.186.125.160,53,icmp,ECO,33.521959,47064,118728,31,252,157,52,ssh,1403.9752,3541.7978,159,102,0,0,0,0,296,1164,0,958,26.309614,28.593547,1421990366,1421947459,378.847833,325.818695,0.0,0.0,0.0,0,5,2,0,0,1,10,2,3,2,2,2,,0
25.6.26.127,33149,127.100.86.18,22,udp,ACC,19.07926,8303,165816,128,253,1,57,ssh,435.1846,8690.9031,19,168,0,0,0,0,437,987,0,775,28.779937,33.162045,1421933310,1421946630,347.504896,416.662993,0.0,0.0,0.0,0,5,0,0,0,19,7,5,4,1,1,8,Backdoors,1
141.0.138.126,29286,7.227.212.221,80,udp,REQ,17.896199,32400,42225,255,63,20,8,-,1810.4403,2359.4396,48,75,0,0,0,0,675,563,5,857,23.521802,16.067638,1422007145,1421936758,393.213799,314.937469,0.0,0.0,0.0,0,5,2,0,0,3,16,2,2,3,3,6,,0
131.0.176.88,36715,190.40.48.82,8080,icmp,ECO,21.100515,5750,80535,62,252,16,34,ssl,272.5052,3816.7315,50,65,0,0,0,0,115,1239,3,685,18.287271,30.113867,1421942745,1421979629,23.445504,245.948467,0.0,0.0,0.0,0,3,0,0,0,2,10,1,5,1,1,12,,0
46.41.12.174,14721,151.195.201.196,80,icmp,FIN,53.567307,18755,5106,64,31,15,131,smtp,350.1203,95.3193,31,138,0,0,0,0,605,37,4,567,19.96701,47.425982,1422009772,1421930171,330.035737,267.089101,0.0,0.0,0.0,0,0,1,0,0,13,11,2,5,3,2,2,Exploits,1
185.213.67.51,4660,49.239.153.67,8080,icmp,FIN,41.522951,84266,63801,64,252,128,129,-,2029.3837,1536.5237,182,153,0,0,0,0,463,417,3,499,2.128575,35.991713,1422006728,1422000603,241.483964,484.410621,0.0,0.0,0.0,0,4,1,0,0,2,4,5,5,1,3,14,DoS,1
97.51.49.85,36224,71.173.24.87,80,icmp,CLO,51.939163,9408,32062,63,253,7,5,dns,181.135,617.2991,21,23,0,0,0,0,448,1394,0,608,32.809889,1.617428,1421987028,1421948245,73.370028,156.769724,0.0,0.0,0.0,0,4,3,0,0,1,16,4,3,2,3,5,Backdoors,1
21.227.32.74,26609,191.37.173.186,80,arp,URN,43.58457,21450,189040,63,62,8,107,pop3,492.1466,4337.3148,15,136,0,0,0,0,1430,1390,3,417,6.613526,20.372259,1421959945,1421970237,351.561504,288.10901,0.0,0.0,0.0,0,0,2,0,0,8,1,2,4,1,3,9,Exploits,1
133.205.24.84,61849,209.26.201.60,53,tcp,CLO,7.784393,119750,1704,64,253,50,61,ssh,15383.3446,218.8995,125,142,0,255,189050701,2719948584,958,12,2,857,0.400714,27.250933,1421943232,1421928849,429.790554,293.320831,0.592365,0.494218,0.029351,0,5,1,0,0,1,5,3,2,1,3,5,Exploits,1
60.57.95.248,26741,11.25.220.11,80,udp,ECO,41.313574,157403,136188,255,252,89,117,pop3,3809.9584,3296.4468,197,117,0,0,0,0,799,1164,2,677,16.084036,40.566013,1422010010,1422004816,475.90964,21.922373,0.0,0.0,0.0,0,2,2,0,0,10,11,2,5,1,1,9,Reconnaissance,1
73.144.169.101,65272,104.80.85.152,8080,tcp,ACC,43.101976,115056,127512,128,62,38,15,pop3,2669.3904,2958.3794,153,99,255,0,1749774925,51847199,752,1288,3,105,40.543004,42.017823,1421967993,1421998423,211.528596,223.822475,0.296333,0.431846,0.077132,0,3,3,0,0,1,5,2,3,1,2,9,,0
174.46.216.127,54040,25.161.216.13,443,tcp,PAR,4.260375,2448,24012,255,62,28,146,-,574.5973,5636.1236,51,174,255,0,769841707,1298034142,48,138,1,251,29.536531,15.379537,1422001753,1421962193,28.307202,187.688086,0.264214,0.372669,0.106897,0,5,2,0,0,15,19,1,3,3,2,2,Reconnaissance,1
191.153.207.148,15101,110.169.198.226,53,tcp,PAR,45.508276,164430,177344,254,253,60,49,smtp,3613.189,3896.9615,135,163,255,255,2403318386,4101030554,1218,1088,2,703,23.435371,38.599837,1421959249,1421990101,423.782485,400.644432,0.088702,0.13268,0.427769,0,6,0,0,0,19,6,2,1,3,2,7,Fuzzers,1
202.68.107.144,57425,104.148.132.10,80,udp,PAR,13.020832,47212,251680,255,62,8,82,ftp,3625.882,19329.026,37,176,0,0,0,0,1276,1430,1,835,19.739155,40.194716,1421987731,1421976705,308.655757,296.86966,0.0,0.0,0.0,0,1,2,0,0,6,15,4,2,3,3,3,Generic,1
148.48.128.176,1032,17.216.96.58,8080,icmp,INT,39.102334,6336,47736,63,29,8,17,ftp-data,162.0364,1220.7967,12,34,0,0,0,0,528,1404,1,217,48.076368,24.732201,1421936667,1422006666,295.494819,74.675399,0.0,0.0,0.0,0,4,0,0,0,16,11,3,1,2,2,12,,0
142.113.63.7,1271,184.201.145.252,80,udp,REQ,53.801949,10530,100909,62,62,4,23,ssh,195.7178,1875.564,15,113,0,0,0,0,702,893,5,742,38.954131,45.680548,1421992001,1421986317,233.719708,109.171965,0.0,0.0,0.0,0,0,3,0,0,17,2,4,4,2,3,8,Reconnaissance,1
86.160.86.159,34016,204.155.69.161,443,arp,CON,0.206941,21021,44804,254,29,9,81,pop3,101579.6773,216506.1539,143,92,0,0,0,0,147,487,5,304,36.396229,6.613821,1421992433,1421962836,9.251314,324.001882,0.0,0.0,0.0,0,3,3,0,0,12,17,2,4,2,2,3,,0
49.182.206.226,63623,204.134.210.186,53,tcp,RST,50.511441,7548,3240,64,253,73,28,ftp-data,149.4315,64.1439,111,40,255,255,897071684,2917962716,68,81,5,588,41.932143,35.403373,1422005815,1421937557,128.843731,456.947408,0.506086,0.017191,0.370046,0,2,2,0,0,1,10,5,2,1,2,13,Reconnaissance,1
26.66.51.40,48118,141.38.53.84,21,icmp,RST,12.988695,16830,229710,127,253,21,58,ftp-data,1295.7422,17685.3795,34,190,0,0,0,0,495,1209,0,4,34.990162,9.122625,1421986452,1421984684,370.656255,493.855122,0.0,0.0,0.0,0,1,1,0,0,7,19,5,3,2,2,3,DoS,1
217.72.65.52,30531,135.247.29.84,25,udp,PAR,20.460477,197248,168150,255,30,74,8,ssh,9640.44,8218.2835,184,118,0,0,0,0,1072,1425,4,50,19.220984,3.851749,1421953619,1421960892,287.767275,185.038941,0.0,0.0,0.0,0,2,3,0,0,19,20,5,3,2,1,13,Worms,1
174.123.1.219,41715,220.227.78.51,22,icmp,CON,30.918834,231616,62263,254,62,12,107,snmp,7491.0975,2013.7564,176,113,0,0,0,0,1316,551,0,587,44.002847,20.859042,1421977770,1421979944,66.204235,49.478227,0.0,0.0,0.0,0,2,2,0,0,11,15,5,4,2,2,8,Worms,1
45.130.240.110,19020,2.3.26.98,21,arp,ECO,19.348422,149382,195940,128,30,86,133,ssh,7720.6296,10126.924,193,194,0,0,0,0,774,1010,4,876,6.639621,34.164668,1421974260,1421936758,207.361592,176.450112,0.0,0.0,0.0,0,2,0,0,0,5,6,3,3,2,1,13,Worms,1
5.119.162.210,31822,223.21.32.115,53,arp,REQ,55.977202,906,14832,254,253,1,12,-,16.1852,264.965,2,36,0,0,0,0,453,412,4,305,40.494515,13.389058,1421955222,1421994613,321.493877,30.381568,0.0,0.0,0.0,0,0,2,0,0,2,18,5,5,1,1,10,Shellcode,1
164.33.243.152,32795,223.249.69.215,443,icmp,ACC,44.802455,77440,80512,31,253,9,34,dns,1728.4767,1797.0444,55,68,0,0,0,0,1408,1184,1,371,19.46203,13.51509,1421929141,1421966581,158.886589,21.11868,0.0,0.0,0.0,0,1,2,0,0,13,16,3,5,1,3,6,Analysis,1
169.221.0.43,48028,158.128.138.37,25,udp,FIN,34.382231,126846,4788,31,31,59,0,smtp,3689.2894,139.258,174,4,0,0,0,0,729,1197,4,614,48.747861,6.995602,1421995648,1421964162,305.262088,435.502179,0.0,0.0,0.0,0,3,1,0,0,10,5,1,2,1,3,12,Generic,1
169.158.34.131,59964,109.136.81.51,53,arp,PAR,28.269899,134534,82362,128,30,133,96,http,4758.9134,2913.4168,137,111,0,0,0,0,982,742,4,327,39.335393,25.999986,1421979375,1421994824,402.990453,138.226852,0.0,0.0,0.0,0,4,3,0,0,6,8,2,2,2,1,12,Generic,1
108.246.149.237,34863,54.50.227.49,25,icmp,FIN,43.354294,127555,104859,63,254,49,103,http,2942.1538,2418.6532,97,183,0,0,0,0,1315,573,4,218,32.860162,32.112077,1421938745,1421976111,46.136361,405.981818,0.0,0.0,0.0,0,6,0,0,0,15,18,5,2,2,1,15,Worms,1
40.120.68.117,48533,37.112.242.30,22,icmp,URN,49.302138,128760,100725,31,253,128,74,-,2611.6514,2043.0148,145,79,0,0,0,0,888,1275,1,905,8.56314,23.576317,1422002545,1421934834,17.955783,406.275696,0.0,0.0,0.0,0,6,3,0,0,11,9,5,4,1,3,15,DoS,1
161.227.215.127,21599,81.103.39.253,8080,icmp,PAR,48.595188,80615,213120,127,30,69,10,pop3,1658.9091,4385.6194,115,148,0,0,0,0,701,1440,5,215,23.138445,3.315446,1422003853,1421935907,160.202799,301.264081,0.0,0.0,0.0,0,4,2,0,0,12,17,5,4,1,2,14,Shellcode,1
221.79.8.175,32414,103.40.77.60,21,udp,CLO,30.331677,133527,110171,64,29,27,46,dns,4402.2294,3632.2093,141,131,0,0,0,0,947,841,5,805,33.395004,1.392865,1421971157,1421938976,273.591019,403.640064,0.0,0.0,0.0,0,0,1,0,0,19,18,5,4,3,1,9,Shellcode,1
184.18.60.12,30822,151.67.112.123,8080,udp,INT,48.928761,7280,2324,254,253,2,99,snmp,148.7877,47.4976,7,166,0,0,0,0,1040,14,4,914,11.548388,13.745048,1421994441,1421984647,330.676471,303.735971,0.0,0.0,0.0,0,3,0,0,0,8,11,1,4,2,2,8,Analysis,1
4.249.226.60,49503,26.87.111.25,443,arp,ACC,51.735132,80597,39444,128,254,87,40,-,1557.8775,762.4219,187,57,0,0,0,0,431,692,5,864,38.381587,21.998915,1421931704,1421974269,63.489186,46.807075,0.0,0.0,0.0,0,3,1,0,0,17,9,3,3,1,2,6,Shellcode,1
167.52.78.239,15888,166.165.25.50,22,udp,PAR,6.280238,3400,49849,255,29,14,14,smtp,541.3808,7937.438,20,79,0,0,0,0,170,631,5,768,19.677198,46.719691,1421997382,1422006285,37.323891,18.737244,0.0,0.0,0.0,0,5,3,0,0,15,20,4,5,1,1,4,Shellcode,1
106.242.150.6,60988,195.118.216.185,8080,icmp,CLO,48.257794,124131,59364,127,63,76,2,dns,2572.2477,1230.1433,161,68,0,0,0,0,771,873,3,223,46.881586,30.657799,1421990297,1421956070,379.191255,253.01596,0.0,0.0,0.0,0,1,0,0,0,12,19,4,3,2,3,15,Worms,1
35.45.169.143,25160,181.155.83.254,8080,udp,REQ,39.752783,64920,20930,64,29,14,5,ftp-data,1633.0932,526.504,60,26,0,0,0,0,1082,805,0,384,42.726822,36.8194,1421936454,1421999502,173.479738,369.433076,0.0,0.0,0.0,0,4,1,0,0,19,14,4,1,2,1,5,,0
191.182.145.166,6419,161.249.137.189,21,arp,CON,50.793542,152152,23465,62,252,108,8,pop3,2995.4989,461.9682,182,65,0,0,0,0,836,361,0,344,0.656397,8.078098,1421949117,1421937496,256.810142,47.021666,0.0,0.0,0.0,0,4,0,0,0,10,4,2,3,2,3,8,Exploits,1
74.13.65.151,54132,185.64.207.73,25,tcp,REQ,42.314004,30096,203203,255,254,25,7,http,711.2539,4802.2636,66,143,255,255,3217365555,3518308588,456,1421,0,571,44.534585,20.780806,1421986713,1421987665,61.557142,373.127443,0.989948,0.206931,0.476273,0,0,1,0,0,11,13,2,3,1,1,3,DoS,1
54.224.216.141,15488,108.249.183.158,25,udp,FIN,8.018371,105610,70336,31,30,24,30,pop3,13171.0044,8771.8565,179,56,0,0,0,0,590,1256,4,73,16.369892,31.783235,1421963600,1421980315,60.148814,146.882843,0.0,0.0,0.0,0,4,1,0,0,7,8,3,1,2,2,14,Analysis,1
64.250.65.97,15322,18.182.195.228,21,icmp,ACC,26.05686,64069,3745,62,253,45,10,http,2458.8151,143.7241,79,35,0,0,0,0,811,107,3,701,21.933582,42.540393,1421961847,1421939561,149.315281,22.490598,0.0,0.0,0.0,0,1,2,0,0,1,6,3,3,1,3,12,DoS,1
47.117.0.76,31748,194.123.119.16,443,icmp,ACC,46.769253,203875,53105,255,31,70,48,dns,4359.1673,1135.4682,175,65,0,0,0,0,1165,817,2,703,24.110087,29.012982,1421953362,1421946919,178.799056,57.228354,0.0,0.0,0.0,0,5,3,0,0,17,17,4,5,2,1,2,,0
167.222.217.24,34698,50.26.191.128,53,tcp,FIN,17.370794,93600,40918,255,254,25,68,pop3,5388.3547,2355.563,150,82,0,0,1340115057,2500947039,624,499,2,94,46.915936,12.508532,1421984185,1421990509,267.430337,85.415124,0.103885,0.400094,0.242943,0,4,0,0,0,18,15,1,1,3,3,7,,0
37.219.101.62,61611,208.36.190.241,443,icmp,INT,25.394681,32010,9072,254,29,12,1,ssh,1260.5002,357.2402,33,84,0,0,0,0,970,108,0,54,9.234309,2.711492,1421993238,1421984002,437.139363,488.403401,0.0,0.0,0.0,0,5,2,0,0,1,11,2,2,2,3,2,Worms,1
81.38.131.81,49424,151.72.9.24,8080,icmp,CLO,47.29568,6139,101249,31,30,6,31,ftp,129.8004,2140.7663,7,103,0,0,0,0,877,983,5,531,7.032476,6.784172,1421945322,1421963835,18.679127,495.6069,0.0,0.0,0.0,0,1,1,0,0,6,6,1,3,2,1,11,,0
66.157.107.57,38764,26.98.116.164,80,tcp,ACC,57.652818,25460,24178,62,62,46,132,ssh,441.6089,419.3724,190,157,0,0,679995838,1091621686,134,154,3,695,14.165412,6.312021,1421967296,1421951750,250.298651,149.200517,0.804157,0.304706,0.214098,0,0,1,0,0,9,19,5,4,2,1,5,,0
161.124.141.169,38566,141.184.90.159,22,tcp,REQ,43.78095,81900,81445,255,254,91,51,dns,1870.6766,1860.284,150,91,255,0,4283279884,1736387387,546,895,2,576,42.353133,13.375554,1421978543,1421948084,184.865973,123.144134,0.639581,0.030289,0.458061,0,3,2,0,0,4,9,4,3,1,1,7,,0
171.119.173.53,37802,149.208.65.195,25,icmp,URN,9.555237,67716,160394,254,252,70,86,ftp,7086.7944,16785.9782,114,199,0,0,0,0,594,806,1,296,10.127399,45.539159,1421978303,1421992144,461.889474,75.367273,0.0,0.0,0.0,0,0,2,0,0,16,3,2,4,3,3,15,Fuzzers,1
106.168.219.63,44851,148.13.211.200,53,udp,CLO,44.6968,99123,31635,64,63,137,9,ftp-data,2217.6755,707.7688,141,57,0,0,0,0,703,555,4,481,29.511885,11.818211,1422007160,1421999028,393.663889,38.58198,0.0,0.0,0.0,0,0,2,0,0,8,17,1,1,2,3,11,DoS,1
98.30.241.176,11906,199.2.48.70,21,arp,URN,5.30307,66654,2130,255,31,54,3,snmp,12568.9459,401.6541,63,5,0,0,0,0,1058,426,5,19,27.796597,6.996898,1421963471,1422002628,104.003214,65.907456,0.0,0.0,0.0,0,0,2,0,0,13,7,5,3,2,2,3,,0
89.207.105.234,54497,49.55.235.35,25,icmp,URN,50.299717,256512,49728,254,63,150,76,-,5099.6708,988.6338,192,148,0,0,0,0,1336,336,1,404,41.032971,13.113224,1421937889,1421941810,90.761034,206.805724,0.0,0.0,0.0,0,3,2,0,0,19,15,1,5,2,2,11,Reconnaissance,1
9.53.199.27,12152,90.14.58.102,8080,arp,REQ,40.915682,68667,38361,64,30,69,46,ssl,1678.2563,937.5623,141,57,0,0,0,0,487,673,0,779,37.71753,9.734371,1421957773,1421963088,486.031407,107.722087,0.0,0.0,0.0,0,5,3,0,0,16,7,3,5,1,2,1,,0
19.128.46.26,27268,3.144.42.197,53,icmp,FIN,5.316654,14864,18180,64,29,9,5,-,2795.7433,3419.4439,16,18,0,0,0,0,929,1010,1,542,28.091062,44.085011,1421982070,1421943020,202.09917,272.145621,0.0,0.0,0.0,0,0,0,0,0,20,20,1,2,2,1,2,Fuzzers,1
16.107.163.50,5918,109.31.244.144,25,udp,CON,15.469018,125869,95172,127,31,124,75,dns,8136.8449,6152.4267,191,84,0,0,0,0,659,1133,1,942,27.177259,2.938034,1421969871,1421990400,49.44102,350.945048,0.0,0.0,0.0,0,0,3,0,0,4,7,2,1,3,3,5,Analysis,1
24.61.67.215,35995,118.153.162.34,22,udp,CON,18.207307,5712,56430,62,63,98,155,ftp,313.7202,3099.3051,119,171,0,0,0,0,48,330,3,487,42.456658,18.42512,1421977295,1421966023,430.093148,93.761148,0.0,0.0,0.0,0,0,1,0,0,18,3,1,4,2,3,2,,0
90.145.24.19,47553,61.42.171.55,443,arp,FIN,7.326854,57128,37230,63,30,105,55,http,7797.0709,5081.3077,148,73,0,0,0,0,386,510,3,68,20.325998,12.663545,1421972554,1421971602,83.610348,161.587489,0.0,0.0,0.0,0,6,3,0,0,10,3,1,2,3,2,5,Worms,1
